county_name,race_description,cand_name,precinct_code,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520101,2,19,85,106
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520102,5,18,103,126
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520102,0,3,30,33
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520103,17,2,124,143
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520103,2,1,32,35
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520104,2,5,132,139
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520104,0,0,38,38
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520105,1,7,123,131
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520105,0,2,25,27
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520106,0,5,58,63
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520106,1,1,22,24
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520201,6,100,311,417
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520201,2,19,72,93
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520202,10,37,173,220
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520202,7,5,51,63
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520203,6,25,170,201
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520203,0,10,31,41
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520301,9,69,225,303
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520301,1,10,63,74
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520305,23,31,463,517
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520305,3,3,124,130
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,520307,19,127,299,445
NOBLE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,520307,5,28,73,106
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530101,15,70,287,372
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530101,1,8,72,81
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530102,23,59,363,445
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530102,3,11,85,99
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530103,1,24,146,171
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530103,0,6,35,41
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530201,8,4,177,189
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530201,3,1,48,52
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530202,11,53,154,218
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530202,1,11,47,59
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530203,13,53,309,375
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530203,0,8,76,84
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530204,4,7,136,147
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530204,0,3,43,46
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530301,14,12,379,405
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530301,3,0,94,97
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530302,3,50,145,198
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530302,1,15,46,62
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530303,3,13,171,187
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530303,0,0,24,24
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,530304,4,14,71,89
NOWATA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,530304,1,4,19,24
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540101,13,17,374,404
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540101,4,9,155,168
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540102,6,9,86,101
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540102,2,7,21,30
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540103,2,1,76,79
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540103,0,1,34,35
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540105,0,16,83,99
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540105,0,8,28,36
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540206,14,19,155,188
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540206,4,5,57,66
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540207,3,5,77,85
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540207,0,2,15,17
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540208,7,44,168,219
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540208,2,17,41,60
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540209,14,46,264,324
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540209,6,20,121,147
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540210,4,19,93,116
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540210,1,6,30,37
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540311,6,22,154,182
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540311,3,2,47,52
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540312,9,13,207,229
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540312,1,7,54,62
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540313,3,3,57,63
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540313,0,2,10,12
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,540314,8,25,118,151
OKFUSKEE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,540314,2,8,34,44
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550001,0,0,478,478
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550001,0,0,92,92
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550002,0,0,446,446
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550002,0,0,134,134
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550003,0,0,592,592
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550003,0,0,176,176
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550004,0,0,683,683
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550004,0,0,170,170
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550005,0,0,560,560
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550005,0,0,148,148
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550006,0,0,414,414
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550006,0,0,128,128
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550007,0,0,733,733
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550007,0,0,162,162
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550008,0,0,302,302
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550008,0,0,92,92
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550009,0,0,389,389
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550009,0,0,116,116
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550010,0,0,319,319
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550010,0,0,89,89
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550011,0,0,482,482
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550011,0,0,98,98
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550012,0,0,769,769
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550012,0,0,211,211
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550013,0,0,512,512
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550013,0,0,145,145
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550014,0,0,508,508
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550014,0,0,145,145
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550015,0,0,643,643
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550015,0,0,197,197
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550016,0,0,149,149
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550016,0,0,43,43
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550017,0,0,0,0
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550017,0,0,0,0
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550018,0,0,231,231
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550018,0,0,63,63
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550019,0,0,596,596
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550019,0,0,140,140
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550020,0,0,913,913
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550020,0,0,222,222
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550021,0,0,986,986
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550021,0,0,192,192
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550022,0,0,542,542
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550022,0,0,117,117
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550023,0,0,811,811
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550023,0,0,193,193
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550024,0,0,52,52
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550024,0,0,14,14
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550025,0,0,207,207
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550025,0,0,53,53
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550026,0,0,431,431
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550026,0,0,92,92
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550027,0,0,85,85
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550027,0,0,26,26
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550028,0,0,567,567
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550028,0,0,136,136
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550029,0,0,760,760
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550029,0,0,165,165
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550030,0,0,620,620
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550030,0,0,139,139
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550031,0,0,723,723
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550031,0,0,156,156
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550032,0,0,477,477
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550032,0,0,118,118
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550033,0,0,975,975
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550033,0,0,237,237
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550034,0,0,611,611
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550034,0,0,171,171
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550035,0,0,1319,1319
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550035,0,0,358,358
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550036,0,0,811,811
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550036,0,0,212,212
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550037,0,0,703,703
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550037,0,0,181,181
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550038,0,0,636,636
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550038,0,0,137,137
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550039,0,0,799,799
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550039,0,0,240,240
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550040,0,0,918,918
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550040,0,0,248,248
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550041,0,0,726,726
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550041,0,0,224,224
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550042,0,0,1028,1028
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550042,0,0,262,262
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550043,0,0,1458,1458
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550043,0,0,317,317
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550044,0,0,1156,1156
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550044,0,0,279,279
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550045,0,0,1134,1134
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550045,0,0,279,279
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550046,0,0,441,441
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550046,0,0,120,120
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550047,0,0,341,341
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550047,0,0,116,116
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550048,0,0,564,564
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550048,0,0,155,155
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550049,0,0,430,430
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550049,0,0,122,122
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550050,0,0,30,30
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550050,0,0,5,5
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550051,0,0,610,610
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550051,0,0,191,191
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550052,0,0,604,604
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550052,0,0,185,185
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550053,0,0,613,613
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550053,0,0,160,160
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550054,0,0,744,744
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550054,0,0,155,155
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550055,0,0,630,630
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550055,0,0,198,198
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550056,0,0,621,621
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550056,0,0,174,174
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550057,0,0,597,597
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550057,0,0,151,151
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550058,0,0,1307,1307
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550058,0,0,337,337
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550059,0,0,984,984
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550059,0,0,268,268
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550060,0,0,1236,1236
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,550060,0,0,338,338
OKLAHOMA,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,550061,0,0,998,998
