county_name,race_description,cand_name,precinct_code,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200012,3,11,85,99
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200013,3,16,163,182
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200013,0,3,47,50
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200018,40,60,663,763
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200018,3,17,164,184
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200019,26,45,626,697
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200019,8,21,177,206
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200020,39,57,798,894
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200020,4,16,168,188
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200021,24,22,668,714
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200021,4,11,183,198
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200022,10,16,187,213
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200022,2,5,45,52
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200023,22,22,467,511
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200023,3,6,127,136
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,200026,14,24,330,368
CUSTER,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,200026,3,7,97,107
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210001,36,19,658,713
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210001,16,4,115,135
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210002,23,4,302,329
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210002,3,1,58,62
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210003,41,18,626,685
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210003,10,4,121,135
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210004,22,24,314,360
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210004,6,3,62,71
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210005,31,42,567,640
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210005,6,8,133,147
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210006,26,25,450,501
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210006,5,6,110,121
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210007,117,163,930,1210
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210007,21,24,189,234
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210008,10,31,219,260
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210008,4,8,57,69
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210009,63,140,856,1059
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210009,20,29,187,236
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210010,0,9,21,30
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210010,1,1,2,4
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210011,35,34,514,583
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210011,2,3,108,113
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210012,25,46,334,405
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210012,2,8,90,100
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210014,13,74,272,359
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210014,6,13,122,141
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210015,26,67,408,501
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210015,3,16,101,120
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210016,16,49,204,269
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210016,3,7,94,104
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210017,4,51,145,200
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210017,7,7,55,69
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210018,8,33,202,243
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210018,2,11,64,77
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210019,24,32,517,573
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210019,10,6,135,151
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210020,3,1,124,128
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210020,0,0,20,20
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210021,1,2,83,86
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210021,0,0,28,28
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210022,50,47,673,770
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210022,11,17,210,238
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,210023,33,15,370,418
DELAWARE,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,210023,6,4,109,119
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220001,8,15,146,169
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220001,3,8,44,55
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220002,5,1,59,65
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220002,0,0,10,10
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220003,6,6,171,183
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220003,1,0,76,77
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220004,2,2,82,86
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220004,0,1,22,23
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220005,16,26,345,387
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220005,3,5,87,95
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220007,3,0,55,58
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220007,0,2,11,13
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220008,8,18,254,280
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220008,13,7,64,84
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220009,5,1,98,104
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220009,0,2,17,19
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,220010,1,0,29,30
DEWEY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,220010,0,0,6,6
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230001,17,49,206,272
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230001,9,24,73,106
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230003,14,15,320,349
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230003,6,3,97,106
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230004,0,5,57,62
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230004,0,0,24,24
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230006,8,1,20,29
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230006,0,1,14,15
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230007,10,13,157,180
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230007,1,3,39,43
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230008,11,9,144,164
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230008,2,0,26,28
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,230009,3,14,49,66
ELLIS,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,230009,2,4,13,19
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240101,15,19,235,269
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240101,4,3,51,58
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240102,12,29,268,309
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240102,3,8,56,67
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240103,9,31,404,444
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240103,4,5,92,101
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240104,20,32,394,446
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240104,7,10,111,128
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240105,10,35,282,327
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240105,2,9,80,91
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240106,6,6,227,239
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240106,1,9,101,111
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240107,4,3,49,56
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240107,0,3,21,24
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240108,5,3,75,83
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240108,1,1,15,17
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240109,8,8,148,164
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240109,2,1,65,68
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240110,19,60,354,433
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240110,3,23,82,108
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240201,42,110,617,769
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240201,16,70,219,305
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240202,58,101,605,764
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240202,12,31,200,243
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240203,16,36,301,353
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240203,2,2,82,86
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240204,36,117,779,932
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240204,10,47,255,312
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240206,8,35,422,465
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240206,5,10,122,137
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240207,16,28,398,442
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240207,5,5,116,126
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240208,1,4,74,79
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240208,1,3,27,31
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240210,2,5,221,228
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240210,0,3,69,72
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240211,13,36,337,386
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240211,7,7,114,128
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240212,11,9,234,254
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240212,3,3,58,64
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240301,18,52,335,405
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240301,0,17,91,108
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240302,52,163,888,1103
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240302,16,47,247,310
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240304,58,151,733,942
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240304,21,55,240,316
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240305,43,149,633,825
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240305,16,57,210,283
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240306,24,55,342,421
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240306,2,21,108,131
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240307,15,17,165,197
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240307,8,2,40,50
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240308,37,55,358,450
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240308,11,25,113,149
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240309,7,22,301,330
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240309,3,9,86,98
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240310,21,32,337,390
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240310,3,13,97,113
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,240311,20,63,510,593
GARFIELD,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,240311,9,32,164,205
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250001,9,6,258,273
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250001,5,3,88,96
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250002,9,13,341,363
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250002,3,3,91,97
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250003,5,6,409,420
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250003,5,5,93,103
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250005,20,29,462,511
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250005,6,6,118,130
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250006,3,11,198,212
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250006,2,5,70,77
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250007,6,65,219,290
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250007,6,15,77,98
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250008,13,61,256,330
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250008,1,11,59,71
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250009,9,44,469,522
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250009,2,10,94,106
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250013,4,10,180,194
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250013,3,5,42,50
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250015,10,66,308,384
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250015,3,16,69,88
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250016,13,46,326,385
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250016,3,14,53,70
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250017,7,44,264,315
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250017,1,8,59,68
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250018,24,137,529,690
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250018,6,33,131,170
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250020,11,34,537,582
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250020,2,4,96,102
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250021,1,0,11,12
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250021,0,0,2,2
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250024,7,25,409,441
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250024,1,6,107,114
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,250025,16,35,282,333
GARVIN,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,250025,5,3,78,86
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,260001,13,34,366,413
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,260001,7,10,73,90
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,260002,28,61,471,560
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,260002,5,13,112,130
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,260003,23,52,429,504
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,260003,6,15,103,124
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,260005,13,41,236,290
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,260005,1,10,65,76
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,FOR THE PROPOSAL - YES,260006,27,54,338,419
GRADY,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,AGAINST THE PROPOSAL - NO,260006,8,13,70,91
